16,1,0,0,1,9.84,14.395,81,0.0,3,13,2011,1,1,0
40,1,0,0,1,9.02,13.635,80,0.0,8,32,2011,1,1,1
32,1,0,0,1,9.02,13.635,80,0.0,5,27,2011,1,1,2
13,1,0,0,1,9.84,14.395,75,0.0,3,10,2011,1,1,3
1,1,0,0,1,9.84,14.395,75,0.0,0,1,2011,1,1,4
1,1,0,0,2,9.84,12.88,75,6.0032,0,1,2011,1,1,5
2,1,0,0,1,9.02,13.635,80,0.0,2,0,2011,1,1,6
3,1,0,0,1,8.2,12.88,86,0.0,1,2,2011,1,1,7
8,1,0,0,1,9.84,14.395,75,0.0,1,7,2011,1,1,8
14,1,0,0,1,13.12,17.425,76,0.0,8,6,2011,1,1,9
36,1,0,0,1,15.58,19.695,76,16.9979,12,24,2011,1,1,10
56,1,0,0,1,14.76,16.665,81,19.0012,26,30,2011,1,1,11
84,1,0,0,1,17.22,21.21,77,19.0012,29,55,2011,1,1,12
94,1,0,0,2,18.86,22.725,72,19.9995,47,47,2011,1,1,13
106,1,0,0,2,18.86,22.725,72,19.0012,35,71,2011,1,1,14
110,1,0,0,2,18.04,21.97,77,19.9995,40,70,2011,1,1,15
93,1,0,0,2,17.22,21.21,82,19.9995,41,52,2011,1,1,16
67,1,0,0,2,18.04,21.97,82,19.0012,15,52,2011,1,1,17
35,1,0,0,3,17.22,21.21,88,16.9979,9,26,2011,1,1,18
37,1,0,0,3,17.22,21.21,88,16.9979,6,31,2011,1,1,19
36,1,0,0,2,16.4,20.455,87,16.9979,11,25,2011,1,1,20
34,1,0,0,2,16.4,20.455,87,12.998,3,31,2011,1,1,21
28,1,0,0,2,16.4,20.455,94,15.0013,11,17,2011,1,1,22
39,1,0,0,2,18.86,22.725,88,19.9995,15,24,2011,1,1,23
17,1,0,0,2,18.86,22.725,88,19.9995,4,13,2011,1,2,0
17,1,0,0,2,18.04,21.97,94,16.9979,1,16,2011,1,2,1
9,1,0,0,2,17.22,21.21,100,19.0012,1,8,2011,1,2,2
6,1,0,0,2,18.86,22.725,94,12.998,2,4,2011,1,2,3
3,1,0,0,2,18.86,22.725,94,12.998,2,1,2011,1,2,4
2,1,0,0,3,17.22,21.21,77,19.9995,0,2,2011,1,2,6
1,1,0,0,2,16.4,20.455,76,12.998,0,1,2011,1,2,7
8,1,0,0,3,16.4,20.455,71,15.0013,0,8,2011,1,2,8
20,1,0,0,2,15.58,19.695,76,15.0013,1,19,2011,1,2,9
53,1,0,0,2,14.76,17.425,81,15.0013,7,46,2011,1,2,10
70,1,0,0,2,14.76,16.665,71,16.9979,16,54,2011,1,2,11
93,1,0,0,2,14.76,16.665,66,19.9995,20,73,2011,1,2,12
75,1,0,0,2,14.76,17.425,66,8.9981,11,64,2011,1,2,13
59,1,0,0,3,14.76,17.425,76,12.998,4,55,2011,1,2,14
74,1,0,0,3,13.94,16.665,81,11.0014,19,55,2011,1,2,15
76,1,0,0,3,13.94,16.665,71,11.0014,9,67,2011,1,2,16
65,1,0,0,1,13.94,16.665,57,12.998,7,58,2011,1,2,17
53,1,0,0,2,14.76,16.665,46,22.0028,10,43,2011,1,2,18
30,1,0,0,1,13.12,14.395,42,30.0026,1,29,2011,1,2,19
22,1,0,0,1,12.3,13.635,39,23.9994,5,17,2011,1,2,20
31,1,0,0,1,10.66,11.365,44,22.0028,11,20,2011,1,2,21
9,1,0,0,1,9.84,10.605,44,19.9995,0,9,2011,1,2,22
8,1,0,0,1,9.02,11.365,47,11.0014,0,8,2011,1,2,23
5,1,0,1,1,9.02,9.85,44,23.9994,0,5,2011,1,3,0
2,1,0,1,1,8.2,8.335,44,27.9993,0,2,2011,1,3,1
1,1,0,1,1,6.56,6.82,47,26.0027,0,1,2011,1,3,4
3,1,0,1,1,6.56,6.82,47,19.0012,0,3,2011,1,3,5
30,1,0,1,1,5.74,5.305,50,26.0027,0,30,2011,1,3,6
64,1,0,1,1,5.74,6.82,50,12.998,1,63,2011,1,3,7
154,1,0,1,1,5.74,6.06,50,19.0012,1,153,2011,1,3,8
88,1,0,1,1,6.56,6.82,43,26.0027,7,81,2011,1,3,9
44,1,0,1,1,7.38,8.335,43,16.9979,11,33,2011,1,3,10
51,1,0,1,1,8.2,9.09,40,22.0028,10,41,2011,1,3,11
61,1,0,1,1,9.02,10.605,35,19.9995,13,48,2011,1,3,12
61,1,0,1,1,9.84,10.605,35,19.0012,8,53,2011,1,3,13
77,1,0,1,1,10.66,12.12,30,19.0012,11,66,2011,1,3,14
72,1,0,1,1,10.66,12.12,30,16.9979,14,58,2011,1,3,15
76,1,0,1,1,10.66,12.12,30,16.9979,9,67,2011,1,3,16
157,1,0,1,1,9.84,11.365,30,15.0013,11,146,2011,1,3,17
157,1,0,1,1,9.84,12.88,32,7.0015,9,148,2011,1,3,18
110,1,0,1,1,8.2,12.88,47,0.0,8,102,2011,1,3,19
52,1,0,1,1,8.2,11.365,47,7.0015,3,49,2011,1,3,20
52,1,0,1,1,7.38,9.85,64,8.9981,3,49,2011,1,3,21
20,1,0,1,1,5.74,7.575,69,8.9981,0,20,2011,1,3,22
12,1,0,1,1,7.38,10.605,55,7.0015,1,11,2011,1,3,23
5,1,0,1,1,6.56,9.09,55,7.0015,0,5,2011,1,4,0
2,1,0,1,1,6.56,9.09,59,7.0015,0,2,2011,1,4,1
1,1,0,1,1,5.74,7.575,63,8.9981,0,1,2011,1,4,2
2,1,0,1,1,5.74,9.09,63,6.0032,0,2,2011,1,4,4
4,1,0,1,1,4.92,7.575,68,7.0015,0,4,2011,1,4,5
36,1,0,1,1,4.92,7.575,74,7.0015,0,36,2011,1,4,6
94,1,0,1,1,4.92,7.575,74,8.9981,2,92,2011,1,4,7
179,1,0,1,1,5.74,7.575,69,11.0014,2,177,2011,1,4,8
100,1,0,1,1,6.56,7.575,64,15.0013,2,98,2011,1,4,9
42,1,0,1,2,6.56,6.82,69,22.0028,5,37,2011,1,4,10
57,1,0,1,1,9.02,10.605,51,19.9995,7,50,2011,1,4,11
78,1,0,1,1,9.02,11.365,51,11.0014,12,66,2011,1,4,12
97,1,0,1,1,9.84,11.365,56,12.998,18,79,2011,1,4,13
63,1,0,1,1,10.66,12.88,52,15.0013,9,54,2011,1,4,14
65,1,0,1,1,11.48,13.635,52,16.9979,17,48,2011,1,4,15
83,1,0,1,1,12.3,14.395,49,16.9979,15,68,2011,1,4,16
212,1,0,1,1,11.48,13.635,48,15.0013,10,202,2011,1,4,17
182,1,0,1,1,10.66,12.88,48,12.998,3,179,2011,1,4,18
112,1,0,1,1,9.84,12.88,48,7.0015,2,110,2011,1,4,19
54,1,0,1,1,9.84,12.88,48,7.0015,1,53,2011,1,4,20
48,1,0,1,1,9.02,13.635,64,0.0,0,48,2011,1,4,21
35,1,0,1,1,9.02,12.88,64,6.0032,1,34,2011,1,4,22
11,1,0,1,1,8.2,11.365,69,6.0032,2,9,2011,1,4,23
6,1,0,1,1,8.2,12.88,64,0.0,0,6,2011,1,5,0
6,1,0,1,1,6.56,9.85,74,6.0032,0,6,2011,1,5,1
